,:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,school_address,school_city,school_code,school_name,school_not_found,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
128,35,13093,7,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,11 MANHATTAN,Noise - Commercial,2017-11-23T00:54:39.000,EAST 116 STREET,EAST 117 STREET,Loud Music/Party,2017-11-23T08:54:39.000,Precinct,2270 SECOND AVENUE,10035,,,40.7973658186304,"{u'type': u'Point', u'coordinates': [-73.937499061648, 40.79736581863]}",Club/Bar/Restaurant,-73.9374990616476,MANHATTAN,Unspecified,2017-11-23T00:57:56.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,SECOND AVENUE,,37762779,1001555,229785
129,27,17620,2,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,12 BROOKLYN,Illegal Parking,2017-11-23T00:53:03.000,CHURCH AVENUE,35 STREET,Commercial Overnight Parking,2017-11-23T08:53:03.000,Precinct,224 DAHILL ROAD,11218,,,40.64178346854597,"{u'type': u'Point', u'coordinates': [-73.980318745231, 40.641783468546]}",Street/Sidewalk,-73.98031874523114,BROOKLYN,Unspecified,2017-11-23T01:00:59.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,DAHILL ROAD,,37760996,989712,173096
130,44,17216,10,2,ADDRESS,DOHMH,Department of Health and Mental Hygiene,BROOKLYN,BROOKLYN,,10 BROOKLYN,Food Establishment,2017-11-23T00:52:31.000,94 STREET,95 STREET,Bare Hands in Contact w/ Food,2017-12-30T00:52:31.000,N/A,9417 3 AVENUE,11209,,,40.6177661497129,"{u'type': u'Point', u'coordinates': [-74.033372614169, 40.617766149713]}",Other (Explain Below),-74.03337261416861,BROOKLYN,Unspecified,,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,3 AVENUE,,37759936,974985,164347
131,22,10935,35,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,06 BRONX,Noise - Residential,2017-11-23T00:50:56.000,ARTHUR AVENUE,CROTONA AVENUE,Loud Music/Party,2017-11-23T08:50:56.000,Precinct,611 CROTONA PARK NORTH,10457,,,40.84275461199337,"{u'type': u'Point', u'coordinates': [-73.895051093588, 40.842754611993]}",Residential Building/House,-73.89505109358801,BRONX,Unspecified,2017-11-23T01:32:31.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,CROTONA PARK NORTH,,37761402,1013288,246333
132,23,12428,37,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,09 MANHATTAN,Noise - Residential,2017-11-23T00:50:44.000,WEST 150 STREET,WEST 151 STREET,Loud Music/Party,2017-11-23T08:50:44.000,Precinct,1833 AMSTERDAM AVENUE,10031,,,40.82882688134842,"{u'type': u'Point', u'coordinates': [-73.944967387765, 40.828826881348]}",Residential Building/House,-73.94496738776525,MANHATTAN,Unspecified,2017-11-23T02:24:03.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,AMSTERDAM AVENUE,,37759353,999480,241246
133,35,13093,7,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,11 MANHATTAN,Noise - Residential,2017-11-23T00:50:41.000,BEND,BEND,Loud Music/Party,2017-11-23T08:50:41.000,Precinct,50 PALADINO AVENUE,10035,,,40.7991675460131,"{u'type': u'Point', u'coordinates': [-73.930010055449, 40.799167546013]}",Residential Building/House,-73.93001005544936,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,PALADINO AVENUE,,37759922,1003628,230443
134,48,17212,68,2,ADDRESS,DCA,Department of Consumer Affairs,BROOKLYN,BROOKLYN,,02 BROOKLYN,Consumer Complaint,2017-11-23T00:49:40.000,NORTH OXFORD STREET,CUMBERLAND STREET,Unlicensed,2017-11-27T00:49:40.000,N/A,54 FLUSHING AVENUE,11205,,,40.69802851043013,"{u'type': u'Point', u'coordinates': [-73.97553094638, 40.69802851043]}",,-73.97553094637986,BROOKLYN,Unspecified,,The Department of Consumer Affairs usually requires 4 days to review a complaint and determine the appropriate action. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,FLUSHING AVENUE,,37763573,991035,193588
135,35,10933,49,5,ADDRESS,DCA,Department of Consumer Affairs,BRONX,BRONX,,01 BRONX,Consumer Complaint,2017-11-23T00:49:34.000,EAST 149 STREET,PONTIAC PLACE,Cigarette Sale to Minor,2017-11-27T00:49:34.000,N/A,562 TRINITY AVENUE,10455,,,40.813889968472374,"{u'type': u'Point', u'coordinates': [-73.909843349846, 40.813889968472]}",,-73.90984334984583,BRONX,Unspecified,,The Department of Consumer Affairs usually requires 4 days to review a complaint and determine the appropriate action. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,TRINITY AVENUE,,37763521,1009206,235812
136,9,10699,15,1,ADDRESS,NYPD,New York City Police Department,STATEN ISLAND,STATEN ISLAND,2017-11-23T01:47:46.000,03 STATEN ISLAND,Noise - Residential,2017-11-23T00:49:05.000,ANNADALE ROAD,BARCLAY AVENUE,Loud Music/Party,2017-11-23T08:49:05.000,Precinct,2 SNEDEN AVENUE,10312,,,40.54051908502012,"{u'type': u'Point', u'coordinates': [-74.177165224415, 40.54051908502]}",Residential Building/House,-74.17716522441528,STATEN ISLAND,Unspecified,2017-11-23T01:47:46.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SNEDEN AVENUE,,37762431,935008,136252
137,30,15310,54,3,ADDRESS,NYPD,New York City Police Department,QUEENS,RIDGEWOOD,,05 QUEENS,Noise - Residential,2017-11-23T00:48:53.000,CYPRESS AVENUE,SENECA AVENUE,Loud Talking,2017-11-23T08:48:53.000,Precinct,1705 PALMETTO STREET,11385,,,40.70188145589845,"{u'type': u'Point', u'coordinates': [-73.90865679552, 40.701881455898]}",Residential Building/House,-73.90865679552,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,PALMETTO STREET,,37760218,1009577,195004
138,31,11611,58,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T01:28:27.000,09 BRONX,Noise - Residential,2017-11-23T00:48:44.000,ROSEDALE AVENUE,TAYLOR AVENUE,Loud Music/Party,2017-11-23T08:48:44.000,Precinct,1785 STORY AVENUE,10473,,,40.82324258198775,"{u'type': u'Point', u'coordinates': [-73.866043103413, 40.823242581988]}",Residential Building/House,-73.86604310341319,BRONX,Unspecified,2017-11-23T01:28:27.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,STORY AVENUE,,37763817,1021325,239235
139,43,10929,34,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T02:28:26.000,03 BRONX,Noise - Residential,2017-11-23T00:48:21.000,3 AVENUE,EAST 161 STREET,Loud Music/Party,2017-11-23T08:48:21.000,Precinct,873 BROOK AVENUE,10451,,,40.82269005875335,"{u'type': u'Point', u'coordinates': [-73.910507077387, 40.822690058753]}",Residential Building/House,-73.91050707738717,BRONX,Unspecified,2017-11-23T02:07:08.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BROOK AVENUE,,37759365,1009019,239018
140,8,13827,5,2,INTERSECTION,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,18 BROOKLYN,Illegal Parking,2017-11-23T00:47:44.000,,,Blocked Hydrant,2017-11-23T08:47:44.000,Precinct,,11236,EAST   89 STREET,AVENUE N,40.63155367423799,"{u'type': u'Point', u'coordinates': [-73.897627745743, 40.631553674238]}",Street/Sidewalk,-73.89762774574262,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37761548,1012665,169385
141,4,16860,39,3,ADDRESS,NYPD,New York City Police Department,QUEENS,ASTORIA,2017-11-23T01:06:03.000,01 QUEENS,Noise - Residential,2017-11-23T00:47:36.000,25 AVENUE,28 AVENUE,Banging/Pounding,2017-11-23T08:47:36.000,Precinct,25-33 45 STREET,11103,,,40.76505738563953,"{u'type': u'Point', u'coordinates': [-73.908523221836, 40.76505738564]}",Residential Building/House,-73.90852322183609,QUEENS,Unspecified,2017-11-23T01:06:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,45 STREET,,37760915,1009590,218021
142,44,17216,10,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,10 BROOKLYN,Noise - Residential,2017-11-23T00:46:02.000,73 STREET,74 STREET,Loud Music/Party,2017-11-23T08:46:02.000,Precinct,7311 4 AVENUE,11209,,,40.63201932039683,"{u'type': u'Point', u'coordinates': [-74.024570948293, 40.632019320397]}",Residential Building/House,-74.02457094829289,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,4 AVENUE,,37764118,977430,169539
143,50,12073,71,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-23T01:33:32.000,06 MANHATTAN,Noise - Commercial,2017-11-23T00:45:34.000,EAST 25 STREET,EAST 26 STREET,Loud Music/Party,2017-11-23T08:45:34.000,Precinct,344 3 AVENUE,10010,,,40.7403209689188,"{u'type': u'Point', u'coordinates': [-73.982075912127, 40.740320968919]}",Store/Commercial,-73.98207591212743,MANHATTAN,Unspecified,2017-11-23T01:33:32.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,,37760909,989217,208996
144,19,12420,20,4,INTERSECTION,DOT,Department of Transportation,MANHATTAN,NEW YORK,,07 MANHATTAN,Street Condition,2017-11-23T00:45:22.000,,,Pothole,,N/A,,10023,AMSTERDAM AVENUE,WEST 74 STREET,40.77992464869507,"{u'type': u'Point', u'coordinates': [-73.980675100881, 40.779924648695]}",,-73.98067510088087,MANHATTAN,Unspecified,2017-11-23T00:45:22.000,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,,,37763390,989602,223425
145,16,24336,63,3,ADDRESS,NYPD,New York City Police Department,QUEENS,QUEENS VILLAGE,,13 QUEENS,Blocked Driveway,2017-11-23T00:45:18.000,89 AVENUE,90 AVENUE,Partial Access,2017-11-23T08:45:18.000,Precinct,89-98 SPRINGFIELD BOULEVARD,11427,,,40.7271408879078,"{u'type': u'Point', u'coordinates': [-73.741856499361, 40.727140887908]}",Street/Sidewalk,-73.74185649936099,QUEENS,Unspecified,2017-11-23T01:47:45.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,SPRINGFIELD BOULEVARD,,37764239,1055799,204299
146,15,13826,21,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,13 BROOKLYN,Noise - Residential,2017-11-23T00:44:25.000,BRIGHTWATER COURT,BOARDWALK,Banging/Pounding,2017-11-23T08:44:25.000,Precinct,50 BRIGHTON 1 ROAD,11235,,,40.57541940472513,"{u'type': u'Point', u'coordinates': [-73.966644944312, 40.575419404725]}",Residential Building/House,-73.96664494431211,BROOKLYN,Unspecified,2017-11-23T02:15:15.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,BRIGHTON 1 ROAD,,37759405,993516,148919
147,35,10930,50,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T00:56:56.000,04 BRONX,Noise - Residential,2017-11-23T00:44:11.000,WEST 162 STREET,WEST 163 STREET,Loud Music/Party,2017-11-23T08:44:11.000,Precinct,957 WOODYCREST AVENUE,10452,,,40.8315271048226,"{u'type': u'Point', u'coordinates': [-73.928863032215, 40.831527104823]}",Residential Building/House,-73.92886303221528,BRONX,Unspecified,2017-11-23T00:56:56.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WOODYCREST AVENUE,,37760918,1003936,242233
148,50,12073,71,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-23T01:32:31.000,06 MANHATTAN,Noise - Commercial,2017-11-23T00:43:32.000,EAST 25 STREET,EAST 26 STREET,Loud Music/Party,2017-11-23T08:43:32.000,Precinct,344 3 AVENUE,10010,,,40.7403209689188,"{u'type': u'Point', u'coordinates': [-73.982075912127, 40.740320968919]}",Club/Bar/Restaurant,-73.98207591212743,MANHATTAN,Unspecified,2017-11-23T01:32:31.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,,37760908,989217,208996
149,11,13510,60,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,14 BROOKLYN,Noise - Street/Sidewalk,2017-11-23T00:42:57.000,FLATBUSH AVENUE,BEDFORD AVENUE,Loud Music/Party,2017-11-23T08:42:57.000,Precinct,40 CLARKSON AVENUE,11226,,,40.65491687227471,"{u'type': u'Point', u'coordinates': [-73.958301546579, 40.654916872275]}",Street/Sidewalk,-73.95830154657862,BROOKLYN,Unspecified,2017-11-23T01:10:14.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,CLARKSON AVENUE,,37759894,995820,177883
150,26,17217,5,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,18 BROOKLYN,Noise - Residential,2017-11-23T00:40:51.000,AVENUE J,AVENUE K,Loud Music/Party,2017-11-23T08:40:51.000,Precinct,2401 NOSTRAND AVENUE,11210,,,40.625987530643464,"{u'type': u'Point', u'coordinates': [-73.946716118886, 40.625987530643]}",Residential Building/House,-73.94671611888555,BROOKLYN,Unspecified,2017-11-23T01:40:38.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,NOSTRAND AVENUE,,37760740,999041,167345
151,29,11272,24,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T01:48:48.000,07 BRONX,Noise - Residential,2017-11-23T00:40:44.000,HEATH AVENUE,WEST KINGSBRIDGE ROAD,Banging/Pounding,2017-11-23T08:40:44.000,Precinct,2630 KINGSBRIDGE TERRACE,10463,,,40.86987072578627,"{u'type': u'Point', u'coordinates': [-73.90598546285, 40.869870725786]}",Residential Building/House,-73.90598546285003,BRONX,Unspecified,2017-11-23T01:48:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,KINGSBRIDGE TERRACE,,37760331,1010252,256209
152,39,13098,47,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Residential,2017-11-23T00:40:10.000,ST NICHOLAS AVENUE,WADSWORTH AVENUE,Loud Music/Party,2017-11-23T08:40:10.000,Precinct,606 WEST WEST 191 STREET,10040,,,40.85565068108699,"{u'type': u'Point', u'coordinates': [-73.929411998646, 40.855650681087]}",Residential Building/House,-73.9294119986464,MANHATTAN,Unspecified,2017-11-23T01:57:57.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,WEST 191 STREET,,37761772,1003777,251022
